MySQL [en_rscwiki]> select page_id, page_namespace, page_title, page_is_redirect from page;
+---------+----------------+--------------------------------------------------------------------------------------------+------------------+
| page_id | page_namespace | page_title                                                                                 | page_is_redirect |
|   30910 |              0 | Sacks_(Sinclair_Mansion)                                                                   |                0 |
|   30911 |              0 | Sacks_(Digsite)                                                                            |                0 |
|   30912 |              4 | RFA                                                                                        |                1 |
|   30913 |              4 | Requests_for_adminship/Logg_(Bureaucrat)                                                   |                0 |
|   30914 |             14 | Active_requests                                                                            |                0 |
|   30915 |              2 | Iiii_I_I_I                                                                                 |                0 |
|   30916 |             10 | Signatures/Iiii_I_I_I                                                                      |                0 |
|   30917 |             10 | Lore                                                                                       |                0 |
|   30918 |              0 | Spirit_of_the_Pass                                                                         |                0 |
|   30919 |              6 | Elaboratei.gif                                                                             |                0 |
|   30920 |              6 | Elaboratey.gif                                                                             |                0 |
|   30921 |             14 | Lores_and_Histories                                                                        |                0 |
|   30922 |              0 | Concise_History_Of_The_Discovery_of_The_Runes_That_Allow_Magicks                           |                0 |
|   30923 |              6 | Elaboratet.gif                                                                             |                0 |
|   30924 |              6 | Elaborateo.gif                                                                             |                0 |
|   30925 |              0 | Gnomic_Negotiations                                                                        |                0 |
|   30926 |              0 | Foreword_by_Reldo                                                                          |                0 |
|   30927 |              6 | Elaboratew.gif                                                                             |                0 |
|   30928 |              0 | A_Brief_History_of_RuneScape                                                               |                0 |
|   30929 |              6 | Elaborated.gif                                                                             |                0 |
|   30930 |              0 | The_Legend_of_Arrav_-_Part_1                                                               |                0 |
|   30931 |              0 | The_Legend_of_Arrav_-_Part_2                                                               |                0 |
|   30932 |            120 | Cattle_furnace                                                                             |                0 |
|   30933 |              6 | Wall_(obstacle).png                                                                        |                0 |
|   30934 |              6 | Fireplace.png                                                                              |                0 |
|   30935 |              3 | Kuusoft                                                                                    |                0 |
|   30936 |              0 | Heros                                                                                      |                0 |
|   30937 |              0 | Amulet_shop                                                                                |                1 |
|   30938 |              0 | Witch_potion                                                                               |                1 |
|   30939 |              0 | Holy_grail_quest                                                                           |                1 |
|   30940 |              0 | Bronze_sword                                                                               |                0 |
|   30941 |              0 | Steel_shield                                                                               |                0 |
|   30942 |              0 | Iron_shield                                                                                |                0 |
|   30943 |              0 | Bronze_shield                                                                              |                0 |
|   30944 |              0 | Doric_quest                                                                                |                1 |
|   30945 |              0 | Crafting_calculator                                                                        |                1 |
|   30946 |              0 | Crate_(Banana_plantation)                                                                  |                0 |
|   30947 |             14 | Items_with_spawns                                                                          |                0 |
|   30948 |              0 | Gnome_agility                                                                              |                1 |
|   30949 |              0 | Barbarian_agility                                                                          |                1 |
|   30950 |              0 | Fire_making                                                                                |                1 |
|   30951 |              0 | Wizards_mind_bomb                                                                          |                1 |
|   30952 |              0 | Pestle                                                                                     |                1 |
|   30953 |              0 | Stat_restore                                                                               |                1 |
|   30954 |              0 | Ranged_shop                                                                                |                0 |
|   30955 |              0 | Full_black                                                                                 |                1 |
|   30956 |              0 | Mystic_staff                                                                               |                1 |
|   30957 |              3 | Kuusoft02                                                                                  |                0 |
|   30958 |              6 | Mine_cart.png                                                                              |                0 |
|   30959 |              0 | Khazard_troops                                                                             |                1 |
|   30960 |              0 | Skill_boosts                                                                               |                1 |
|   30961 |              0 | Banks                                                                                      |                1 |
|   30962 |              0 | Accuracy                                                                                   |                1 |
|   30963 |              0 | Combat_formula                                                                             |                1 |
|   30964 |              0 | Christmas                                                                                  |                1 |
|   30965 |              0 | Christmas_event                                                                            |                0 |
|   30966 |              6 | Platform_(small).png                                                                       |                0 |
|   30967 |              6 | Platform_(very_small).png                                                                  |                0 |
|   30968 |              0 | Magic_Guild_Store                                                                          |                0 |
|   30969 |              0 | Magic_Guild_Shop                                                                           |                1 |
|   30970 |              0 | Cage_remains                                                                               |                0 |
|   30971 |              6 | Cage_remains.png                                                                           |                0 |
|   30972 |              2 | Data_Chompy                                                                                |                0 |
|   30973 |              0 | Potato_(scenery)                                                                           |                0 |
|   30974 |              0 | Dragon_stone_amulet                                                                        |                1 |
|   30975 |              0 | Magic_calculator                                                                           |                1 |
|   30976 |              0 | Skill_calc                                                                                 |                1 |
|   30977 |              0 | Jewelry                                                                                    |                1 |
|   30978 |              0 | Tree_gnome                                                                                 |                1 |
|   30979 |              0 | Bow_shop                                                                                   |                1 |
|   30980 |              0 | Range_shop                                                                                 |                1 |
|   30981 |              0 | Dragon_mace                                                                                |                1 |
|   30982 |              0 | Ring_of_recoil                                                                             |                1 |
|   30983 |              0 | X_marks_the_spot                                                                           |                1 |
|   30984 |              6 | Ardounge_wall.png                                                                          |                0 |
|   30985 |              6 | Ardounge_wall_corner.png                                                                   |                0 |
|   30986 |              0 | Ardougne_wall_corner                                                                       |                1 |
|   30987 |              0 | Ardougne_wall                                                                              |                1 |
|   30988 |              0 | Ardounge_wall_corner                                                                       |                1 |
|   30989 |              0 | Leak                                                                                       |                0 |
|   30990 |              6 | Leak_(Starboard).png                                                                       |                0 |
|   30991 |              6 | Leak_(Port).png                                                                            |                0 |
|   30992 |              0 | Smashed_table_(Ah_Za_Rhoon)                                                                |                0 |
|   30993 |              0 | Ah_Za_Roon                                                                                 |                1 |
|   30994 |              2 | Nayfaan                                                                                    |                1 |
|   30995 |              0 | Flax_(scenery)                                                                             |                0 |
|   30996 |              6 | Flax_(scenery).png                                                                         |                0 |
|   30997 |              6 | Brick_(1x1_Light).png                                                                      |                0 |
|   30998 |              6 | Brick_(1x1_Dark).png                                                                       |                0 |
|   30999 |              6 | Brick_(1x3_Light).png                                                                      |                0 |
|   31000 |              6 | Brick_(1x3_Dark).png                                                                       |                0 |
|   31001 |              6 | Brick_(2x2_Light).png                                                                      |                0 |
|   31002 |              6 | Brick_(2x2_Dark).png                                                                       |                0 |
|   31003 |              6 | Brick_(2x1_Light).png                                                                      |                0 |
|   31004 |              0 | The_corsair_curse                                                                          |                1 |
|   31005 |              0 | Fletching_calculator                                                                       |                1 |
|   31006 |              3 | Psyz                                                                                       |                0 |
|   31007 |              0 | Smith                                                                                      |                1 |
|   31008 |              0 | Strange_rock                                                                               |                1 |
|   31009 |              0 | Uncut_gem                                                                                  |                0 |
|   31010 |              0 | Uncut                                                                                      |                1 |
|   31011 |              6 | Beam.png                                                                                   |                0 |
|   31012 |              0 | Ore_box                                                                                    |                1 |
|   31013 |              0 | Archery_shop                                                                               |                1 |
|   31014 |              0 | Ali                                                                                        |                1 |
|   31015 |              0 | Sheild_of_arrav                                                                            |                1 |
|   31016 |              0 | Bronze_ore_box                                                                             |                1 |
|   31017 |              0 | Old_man                                                                                    |                1 |
|   31018 |              0 | Egg_(scenery)                                                                              |                0 |
|   31019 |              0 | Eggs_(scenery)                                                                             |                0 |
|   31020 |              6 | Egg_(scenery).png                                                                          |                0 |
|   31021 |              6 | Eggs_(scenery).png                                                                         |                0 |
|   31022 |              0 | Chancellor                                                                                 |                1 |
|   31023 |              0 | Quest_list                                                                                 |                1 |
|   31025 |              0 | Addy_bar                                                                                   |                1 |
|   31026 |              0 | Doorframe_(scenery)                                                                        |                0 |
|   31027 |              6 | Doorframe_(scenery).png                                                                    |                0 |
|   31028 |              0 | Sidney                                                                                     |                1 |
|   31029 |              0 | Rouge                                                                                      |                1 |
|   31030 |              0 | Sheep_hearder                                                                              |                1 |
|   31031 |              0 | Forge                                                                                      |                1 |
|   31032 |             10 | Foliage                                                                                    |                0 |
|   31033 |              6 | Wheat.png                                                                                  |                0 |
|   31034 |              0 | Large_treestump                                                                            |                0 |
|   31035 |              3 | Xoriant                                                                                    |                0 |
|   31036 |              0 | Sacks_(Ah_Za_Rhoon)                                                                        |                0 |
|   31037 |            120 | Sacks_(Ah_Za_Rhoon)                                                                        |                0 |
|   31038 |              0 | Sacks_(Small_Cave)                                                                         |                0 |
|   31039 |            120 | Sacks_(Small_Cave)                                                                         |                0 |
|   31040 |              0 | Tree_(Hillside_Entrance)                                                                   |                0 |
|   31041 |              6 | Hillside_Entrance.png                                                                      |                0 |
|   31042 |              0 | Leg_slot                                                                                   |                1 |
|   31043 |              0 | Leg_slot_table                                                                             |                1 |
|   31044 |              0 | Login_screen                                                                               |                1 |
|   31045 |              0 | Stained_glass_window                                                                       |                0 |
|   31046 |              6 | Stained_glass_window.png                                                                   |                0 |
|   31047 |              6 | Stainedglass.dat.png                                                                       |                0 |
|   31048 |              6 | Tree_platform_(four_low).png                                                               |                0 |
|   31049 |              6 | Tree_platform_(four_high).png                                                              |                0 |
|   31050 |              6 | Tree_platform_(medium_low).png                                                             |                0 |
|   31051 |              6 | Tree_platform_(medium_high).png                                                            |                0 |
|   31052 |              6 | Tree_platform_(large_low).png                                                              |                0 |
|   31053 |              6 | Tree_platform_(large_high).png                                                             |                0 |
|   31054 |              6 | Tree_platform_(small_low).png                                                              |                0 |
|   31055 |              6 | Tree_platform_(small_high).png                                                             |                0 |
|   31056 |              0 | Cooked_chicken                                                                             |                1 |
|   31057 |              0 | Otherwordly_being                                                                          |                1 |
|   31058 |              0 | Legs                                                                                       |                1 |
|   31059 |              0 | Pmod                                                                                       |                1 |
|   31060 |              6 | Stone_tile.png                                                                             |                0 |
|   31061 |              0 | Level_xp                                                                                   |                1 |
|   31062 |              0 | Legend                                                                                     |                1 |
|   31063 |              6 | Spiked_pit_(low).png                                                                       |                0 |
|   31064 |              2 | Stormykins/Draft:Private_server                                                            |                0 |
|   31065 |            120 | Stone_tile                                                                                 |                0 |
|   31066 |              0 | Drain_(Varrock_Palace)                                                                     |                0 |
|   31067 |              0 | Drain_(Sinclair_Mansion)                                                                   |                0 |
|   31068 |              6 | Cave_Entrance_(brown).png                                                                  |                0 |
|   31069 |              6 | Waterfall.png                                                                              |                0 |
|   31070 |              6 | Waterfall_(Outside).png                                                                    |                0 |
|   31071 |              6 | Waterfall_(inside).png                                                                     |                0 |
|   31072 |              3 | SecureWaste2                                                                               |                0 |
|   31074 |              3 | Xoriant09                                                                                  |                0 |
|   31075 |              6 | Rope_(scenery).png                                                                         |                0 |
|   31076 |              3 | Securewaste                                                                                |                0 |
|   31077 |              0 | Run_energy                                                                                 |                1 |
|   31078 |              0 | The_lost_city                                                                              |                1 |
|   31079 |              0 | Worm                                                                                       |                0 |
|   31080 |              6 | System_V_Unix.png                                                                          |                0 |
|   31082 |              0 | Jungle_dweller                                                                             |                1 |
|   31083 |              0 | Tormented_Warrior                                                                          |                1 |
|   31084 |              0 | Halloween                                                                                  |                0 |
|   31085 |              0 | Food_shop                                                                                  |                0 |
|   31086 |              0 | Highway_man                                                                                |                1 |
|   31087 |              0 | Vannaka                                                                                    |                1 |
|   31088 |              0 | Ardougne_lever                                                                             |                1 |
|   31089 |              0 | Wilderness_lever                                                                           |                1 |
|   31090 |              0 | Melee_weapons                                                                              |                1 |
|   31091 |              0 | Armour_shop                                                                                |                0 |
|   31092 |              0 | Fancy_Dress_Shop                                                                           |                1 |
|   31093 |              0 | Below_ice_mountain                                                                         |                1 |
|   31094 |              0 | Once_upon_a_slime                                                                          |                1 |
|   31095 |              0 | Adamant_sword                                                                              |                0 |
|   31096 |              0 | Jorge                                                                                      |                1 |
|   31097 |              0 | Amulet_mold                                                                                |                1 |
|   31098 |              0 | Sheep_sheerer                                                                              |                1 |
|   31099 |              0 | Dwarf_canon                                                                                |                1 |
|   31100 |              0 | Adamantine_ore                                                                             |                1 |
|   31101 |              0 | Below_white_mountain                                                                       |                1 |
|   31102 |              0 | Swept_away                                                                                 |                1 |
|   31103 |              0 | Lumbridge_guide                                                                            |                1 |
|   31104 |              0 | Runelite                                                                                   |                1 |
|   31105 |              0 | Barbarian_woman                                                                            |                1 |
|   31106 |              0 | Cockatrice                                                                                 |                1 |
|   31107 |              0 | Copper_wire                                                                                |                1 |
|   31108 |              0 | Dwarf_engineer                                                                             |                1 |
|   31109 |              0 | Gelatinous_abominations                                                                    |                1 |
|   31110 |              0 | Game_neckalce                                                                              |                1 |
|   31111 |              0 | Flowers                                                                                    |                1 |
|   31112 |              0 | Invention                                                                                  |                1 |
|   31113 |              0 | Ground_Dragon_Scale                                                                        |                1 |
|   31114 |              0 | Harmonic_dust                                                                              |                1 |
|   31115 |              0 | Wilderness_dungeon                                                                         |                0 |
|   31116 |              0 | Witch's_cat                                                                                |                1 |
|   31117 |              0 | Vampyre                                                                                    |                1 |
|   31118 |              0 | Unlit_torch                                                                                |                1 |
|   31119 |              0 | Towns                                                                                      |                1 |
|   31120 |              0 | Shades_of_mort'ton                                                                         |                1 |
|   31121 |              0 | Reset_crystal                                                                              |                1 |
|   31122 |              0 | Raw_karambwanji                                                                            |                1 |
|   31123 |              0 | Raw_corbicula                                                                              |                1 |
|   31124 |              0 | Mum                                                                                        |                1 |
|   31125 |              0 | Oyster_pearl_bolt                                                                          |                1 |
|   31126 |            120 | Web_(Sinclair_Mansion)                                                                     |                0 |
|   31127 |              0 | The_rising_sun                                                                             |                1 |
|   31128 |              0 | The_shield_of_arrav                                                                        |                1 |
|   31129 |              0 | Slug_menace                                                                                |                1 |
|   31130 |              0 | Silver_dagger                                                                              |                1 |
|   31131 |              0 | Rouge's_house                                                                              |                1 |
|   31132 |              0 | Protean_trap                                                                               |                1 |
|   31133 |              0 | Potion_of_saradomin                                                                        |                1 |
|   31134 |              0 | Pious_pete                                                                                 |                1 |
|   31135 |              0 | Mystic_air_staff                                                                           |                1 |
|   31136 |              0 | Nettle                                                                                     |                1 |
|   31137 |              0 | Kardia                                                                                     |                1 |
|   31138 |              0 | Ham                                                                                        |                1 |
|   31139 |              0 | Gunther                                                                                    |                1 |
|   31140 |              0 | Golem                                                                                      |                1 |
|   31141 |              0 | Giant_bones                                                                                |                1 |
|   31142 |              0 | Farmer_brumpty                                                                             |                1 |
|   31143 |              0 | Fertilizer                                                                                 |                1 |
|   31144 |              0 | Cromperty                                                                                  |                1 |
|   31145 |              0 | Missing_my_mummy                                                                           |                1 |
|   31146 |              0 | Grace_of_elves                                                                             |                1 |
|   31147 |              0 | Grace_of_the_elves                                                                         |                1 |
|   31148 |              0 | Bagged_dead_tree                                                                           |                1 |
|   31149 |              0 | Archaeology                                                                                |                1 |
|   31150 |              0 | Anti_dragon                                                                                |                1 |
|   31151 |              0 | Slave_boots                                                                                |                1 |
|   31152 |              0 | Rotten_Yommi_Tree                                                                          |                1 |
|   31153 |              0 | Enchanting_vial                                                                            |                1 |
|   31154 |              0 | Crocodile                                                                                  |                1 |
|   31155 |              0 | Arab_dance                                                                                 |                1 |
|   31156 |              0 | Antifire                                                                                   |                1 |
|   31157 |              0 | Anti_fire                                                                                  |                1 |
|   31158 |              0 | Pub_crawl                                                                                  |                1 |
|   31159 |              0 | Axe_of_zamorak                                                                             |                1 |
|   31160 |              0 | Grayzag                                                                                    |                1 |
|   31161 |              0 | Hit_chance                                                                                 |                1 |
|   31162 |              0 | Combat_guide                                                                               |                1 |
|   31163 |              0 | Kiteshield                                                                                 |                1 |
|   31164 |              0 | Wilderness_mine                                                                            |                0 |
|   31165 |              0 | Attack_speed                                                                               |                1 |
|   31166 |              0 | Canifis                                                                                    |                1 |
|   31167 |              0 | Knights                                                                                    |                1 |
|   31168 |              6 | Track_(curved).png                                                                         |                0 |
|   31169 |              6 | Track_(junction).png                                                                       |                0 |
|   31170 |              6 | Track_(straight).png                                                                       |                0 |
|   31171 |              6 | Ship_(front).png                                                                           |                0 |
|   31172 |              6 | Ship_(back).png                                                                            |                0 |
|   31173 |              0 | Captain                                                                                    |                0 |
|   31174 |              6 | Ship_(middle).png                                                                          |                0 |
|   31175 |              0 | Lady_Valentine                                                                             |                0 |
|   31176 |              6 | Fire.png                                                                                   |                0 |
|   31178 |              0 | Iron_2_hand                                                                                |                1 |
|   31179 |              0 | Beef                                                                                       |                1 |
|   31180 |              6 | Hole_(Lumbridge_Lady).png                                                                  |                0 |
|   31181 |              0 | Hole_(Lumbridge_Lady)                                                                      |                0 |
|   31182 |              6 | Hole_(Black_Knights'_Fortress).png                                                         |                0 |
|   31183 |              0 | Hole_(Black_Knights'_Fortress)                                                             |                0 |
|   31184 |              6 | Stone_bridge_(collapsed).png                                                               |                0 |
|   31185 |              6 | Stone_bridge_(collapsed_2).png                                                             |                0 |
|   31186 |              6 | Stone_bridge_(corner).png                                                                  |                0 |
|   31187 |              6 | Stone_bridge_(1).png                                                                       |                0 |
|   31188 |              6 | Stone_bridge_(2).png                                                                       |                0 |
|   31189 |              6 | Stone_bridge_(3).png                                                                       |                0 |
|   31190 |              6 | Stone_bridge_(support).png                                                                 |                0 |
|   31191 |              6 | Rock_(depleted).png                                                                        |                0 |
|   31192 |              0 | Daconia_rock_(scenery)                                                                     |                0 |
|   31194 |              6 | Fishing_spot.png                                                                           |                0 |
|   31195 |              0 | Panning_Point                                                                              |                0 |
|   31196 |              6 | Sm2.jpg                                                                                    |                0 |
|   31197 |            122 | Friendserver_load_fixed                                                                    |                0 |
|   31198 |            122 | Lots_more_improvements                                                                     |                0 |
|   31200 |              3 | 2001:1970:5ACA:E000:0:0:0:A186                                                             |                0 |
|   31201 |              6 | Stalactite_(small).png                                                                     |                0 |
|   31202 |              6 | Stalactite_(large).png                                                                     |                0 |
|   31203 |              6 | Stalactite_(extra_large).png                                                               |                0 |
|   31204 |              6 | Stalactite_(climbable).png                                                                 |                0 |
|   31205 |              6 | Plant_(leafy).png                                                                          |                0 |
|   31206 |              0 | Crate_(Address_Label)                                                                      |                0 |
|   31207 |              0 | Crate_(Handelmort_Mansion)                                                                 |                0 |
|   31208 |              0 | Log_bridge_(Agility_obstacle)                                                              |                0 |
|   31209 |              6 | Log_balance.png                                                                            |                0 |
|   31210 |              6 | Log_bridge_(Straight_low).png                                                              |                0 |
|   31211 |              6 | Log_bridge_(Straight_high).png                                                             |                0 |
|   31212 |              6 | Log_bridge_(Curved_low).png                                                                |                0 |
|   31213 |              6 | Log_bridge_(Curved_high).png                                                               |                0 |
|   31214 |              0 | Range_(Tutorial_Island)                                                                    |                0 |
|   31215 |              0 | Rocks_(climbable)                                                                          |                0 |
|   31216 |              0 | Yew_long                                                                                   |                1 |
|   31217 |              0 | Yew_long_bow                                                                               |                1 |
|   31218 |              0 | Gauntlet                                                                                   |                1 |
|   31219 |              0 | Gate_(Gu'Tanoth)                                                                           |                0 |
|   31220 |              0 | Gate_(McGrubor's_Wood)                                                                     |                0 |
|   31221 |              0 | Gate_(Sinclair_Mansion)                                                                    |                0 |
|   31222 |              0 | Gate_(Combat_Training_Camp)                                                                |                0 |
|   31223 |              0 | Glarials_amulet                                                                            |                1 |
|   31224 |              0 | Caterby                                                                                    |                1 |
|   31225 |              6 | Wooden_Door.png                                                                            |                0 |
|   31226 |              0 | Wooden_Door                                                                                |                0 |
|   31227 |              0 | Sprites                                                                                    |                1 |
|   31228 |              0 | Rock_(carved_scripture)                                                                    |                0 |
|   31229 |            120 | Rock_(carved_scripture)                                                                    |                0 |
|   31230 |              6 | Rock_(carved_scripture).png                                                                |                0 |
|   31231 |              0 | Tomb_Dolmen_(Bervirius)                                                                    |                0 |
|   31232 |            120 | Tomb_Dolmen_(Bervirius)                                                                    |                0 |
|   31233 |              0 | Tomb_Dolmen_(Rashiliyia)                                                                   |                0 |
+---------+----------------+--------------------------------------------------------------------------------------------+------------------+
19425 rows in set (0.008 sec)
